train_loss,train_acc,test_acc
3.2500693798065186,0.14202,0.1838
2.7032878398895264,0.26444,0.2701
2.5238068103790283,0.34442,0.3149
2.091546058654785,0.40992,0.3064
1.8581072092056274,0.46606,0.3775
1.8553237915039062,0.5233,0.3908
1.6782822608947754,0.57996,0.4285
1.2090494632720947,0.64374,0.4365
1.0341068506240845,0.70576,0.4138
1.0042203664779663,0.76868,0.4409
0.6439511179924011,0.8309,0.4248
0.4704664349555969,0.87998,0.4412
0.31764405965805054,0.91468,0.4584
0.23822161555290222,0.94142,0.454
0.18157540261745453,0.95866,0.4677
0.10782811790704727,0.97284,0.4517
0.07046060264110565,0.98044,0.4624
0.13067354261875153,0.98456,0.4602
0.029192421585321426,0.99122,0.4787
0.012718920595943928,0.99606,0.4881
0.0024700136855244637,0.99858,0.5029
0.0014111035270616412,0.9993,0.507
0.028444822877645493,0.99934,0.5081
0.005447894800454378,0.99934,0.5095
0.0027875106316059828,0.99944,0.5135
0.0005620987503789365,0.99948,0.5131
0.00039503027801401913,0.99946,0.5134
0.00041871503344736993,0.99952,0.5145
0.007752439938485622,0.99948,0.5125
0.004997643176466227,0.9995,0.5127
0.00036240468034520745,0.99946,0.5159
0.00024845413281582296,0.99954,0.5154
0.0003022761084139347,0.99948,0.5141
0.00036972222733311355,0.99964,0.5135
0.00021152380213607103,0.99958,0.5153
0.00024943199241533875,0.99956,0.5148
0.01112828217446804,0.99962,0.5132
0.00015722021635156125,0.99954,0.5154
0.00018393265781924129,0.99964,0.5157
0.00022678039385937154,0.99964,0.5133
0.0001795585558284074,0.99964,0.5156
0.00015422106662299484,0.99966,0.5127
0.00018559502495918423,0.99966,0.5149
0.0001209582551382482,0.99964,0.5161
0.00010678904072847217,0.9996,0.5142
0.0001648297329666093,0.99972,0.5155
0.0001465324021410197,0.99968,0.5153
0.0001061877264874056,0.99968,0.5145
0.00010586112330202013,0.99972,0.5159
0.00014749386173207313,0.99968,0.5167
0.0010451370617374778,0.99972,0.5166
0.00014707782247569412,0.99974,0.5167
9.865844913292676e-05,0.99972,0.5156
0.010362488217651844,0.9997,0.518
0.00010062201909022406,0.99968,0.5177
0.0001172898118966259,0.99972,0.5161
7.76118686189875e-05,0.9997,0.5172
7.963049574755132e-05,0.9997,0.5174
9.37845470616594e-05,0.99972,0.5171
0.00011649104999378324,0.99974,0.5164
9.950109233614057e-05,0.99976,0.5175
0.006673839874565601,0.9997,0.5177
8.240336319431663e-05,0.99978,0.516
7.610240572830662e-05,0.99968,0.5155
0.00010027641837950796,0.99974,0.5155
8.977237303042784e-05,0.99968,0.516
8.949198672780767e-05,0.9997,0.5165
6.811302591813728e-05,0.99974,0.5168
0.0038854838348925114,0.9997,0.5172
8.30847056931816e-05,0.99972,0.515
8.068041643127799e-05,0.99972,0.5151
7.679430564166978e-05,0.99968,0.5155
7.163623376982287e-05,0.99964,0.5158
7.766204362269491e-05,0.9997,0.5164
7.76342858443968e-05,0.9997,0.5168
7.260301208589226e-05,0.99976,0.5149
7.984520198078826e-05,0.99972,0.5173
0.009196934290230274,0.99974,0.5156
7.839051249902695e-05,0.9997,0.5173
6.671019946224988e-05,0.9997,0.5167
6.588602263946086e-05,0.99968,0.5163
0.007970936596393585,0.9997,0.5154
5.953062645858154e-05,0.99972,0.5165
7.227669993881136e-05,0.99974,0.5162
7.497305341530591e-05,0.99974,0.5167
5.905127909500152e-05,0.99974,0.5142
6.12913936492987e-05,0.99974,0.5162
6.281478272285312e-05,0.99978,0.5169
4.9175196181749925e-05,0.99964,0.5165
9.423680603504181e-05,0.99974,0.5162
6.571794074261561e-05,0.99968,0.515
5.8077595895156264e-05,0.99976,0.5163
7.030771666904911e-05,0.99976,0.5149
0.00012187386164441705,0.9998,0.5165
0.00011437536159064621,0.99974,0.5132
9.642646909924224e-05,0.99976,0.5153
7.205783913377672e-05,0.99976,0.515
7.084311073413119e-05,0.99968,0.5163
7.569793524453416e-05,0.99974,0.5151
5.8757384977070615e-05,0.99972,0.5164
5.444411362987012e-05,0.99978,0.5146
6.63224927848205e-05,0.99976,0.5167
0.00579844182357192,0.99976,0.5164
5.871327448403463e-05,0.99972,0.5156
4.806172728422098e-05,0.99974,0.5159
4.807759978575632e-05,0.99978,0.5158
4.909174094791524e-05,0.99978,0.515
5.135732499184087e-05,0.99972,0.5168
5.8322046243119985e-05,0.99974,0.5169
5.338952905731276e-05,0.99974,0.5176
5.6651566410437226e-05,0.99976,0.5157
0.006928341928869486,0.99974,0.5162
0.008980044163763523,0.99974,0.5161
4.407127562444657e-05,0.99974,0.5173
4.215249282424338e-05,0.99974,0.5164
3.664598989416845e-05,0.99972,0.516
0.0001110407174564898,0.99978,0.5157
4.4098538637626916e-05,0.9998,0.5162
4.0096907468978316e-05,0.99972,0.5154
4.6551955165341496e-05,0.99982,0.5167
4.4441250793170184e-05,0.99976,0.5169
3.8881156797287986e-05,0.9998,0.5165
3.538563396432437e-05,0.99972,0.5159
4.378312223707326e-05,0.99974,0.5162
4.3535033910302445e-05,0.99972,0.5161
4.761681702802889e-05,0.99974,0.517
4.374211130198091e-05,0.99978,0.5171
4.065555185661651e-05,0.99978,0.5161
4.386948421597481e-05,0.9997,0.5156
4.5892393245594576e-05,0.99978,0.5168
3.236821066820994e-05,0.99974,0.5163
0.00385257788002491,0.99976,0.5154
5.1631803216878325e-05,0.99968,0.516
3.216023833374493e-05,0.99974,0.516
0.0056717535480856895,0.99974,0.5167
5.400651571108028e-05,0.99974,0.5164
3.875407128361985e-05,0.99974,0.5178
2.912440504587721e-05,0.99976,0.5165
3.8155685615492985e-05,0.99968,0.5178
4.205638833809644e-05,0.99976,0.5179
3.3502936275908723e-05,0.99972,0.5158
3.3910204365383834e-05,0.99972,0.516
3.25580476783216e-05,0.99972,0.5164
0.00401392811909318,0.99972,0.5161
3.979243047069758e-05,0.99976,0.515
3.759815081139095e-05,0.99978,0.5158
3.4983902878593653e-05,0.99968,0.5158
3.486506102490239e-05,0.99974,0.5151
3.312505214125849e-05,0.9997,0.5165
3.168089097016491e-05,0.99976,0.516
3.1451945687877014e-05,0.99974,0.5159
3.135249062324874e-05,0.99974,0.5165
0.005540614482015371,0.99974,0.516
0.004891977645456791,0.99974,0.5166
3.121476402156986e-05,0.9997,0.5164
3.871656736009754e-05,0.99976,0.5151
3.175790698151104e-05,0.99966,0.517
3.57523858838249e-05,0.99974,0.5167
4.413021088112146e-05,0.99974,0.5162
2.5365783585584722e-05,0.99972,0.5165
3.4657441574381664e-05,0.99972,0.5171
2.6817162506631576e-05,0.9997,0.5167
4.770866144099273e-05,0.99976,0.5161
4.6927452785894275e-05,0.99976,0.5166
0.0053196563385427,0.99972,0.5156
3.61183010681998e-05,0.99974,0.5167
3.288474181317724e-05,0.99974,0.5161
2.9371571145020425e-05,0.9997,0.5169
2.954275259980932e-05,0.99976,0.5163
3.4682158002397045e-05,0.99974,0.516
2.3913438781164587e-05,0.99976,0.5164
5.354233871912584e-05,0.99976,0.5166
2.9182472644606605e-05,0.99972,0.5172
3.234453470213339e-05,0.99974,0.5171
3.0287397748907097e-05,0.99972,0.5165
2.5560459107509814e-05,0.9997,0.517
2.2133792299428023e-05,0.99974,0.5167
3.178549013682641e-05,0.99972,0.516
2.728622166614514e-05,0.99974,0.5164
3.141990600852296e-05,0.99976,0.5158
2.9380174964899197e-05,0.99976,0.5156
2.9321507099666633e-05,0.99974,0.5168
2.8730164558510296e-05,0.99978,0.5168
2.8129657948738895e-05,0.99972,0.5165
2.996172770508565e-05,0.99976,0.5166
3.192731674062088e-05,0.99974,0.5162
2.1377780285547487e-05,0.99976,0.5166
2.9593074941658415e-05,0.9997,0.5156
2.6195120881311595e-05,0.99972,0.5174
2.917532947321888e-05,0.99972,0.5172
2.606191446830053e-05,0.99974,0.5175
3.009956890309695e-05,0.99982,0.5169
2.2869333406561054e-05,0.99976,0.5165
0.005893818102777004,0.9997,0.516
4.191046900814399e-05,0.99976,0.5151
0.01421821303665638,0.99928,0.5048
0.004197208676487207,0.99946,0.4958
0.0007819096208550036,0.99936,0.4931
0.01015875767916441,0.99876,0.4739
0.0216747485101223,0.99702,0.4853
