train_loss,train_acc,test_acc
3.6931920051574707,0.0484,0.1117
3.3107333183288574,0.14488,0.1878
2.8252644538879395,0.22424,0.2369
2.4819798469543457,0.30342,0.253
2.2602920532226562,0.38112,0.2942
2.0021228790283203,0.46236,0.2773
1.6784778833389282,0.54264,0.3117
1.253478765487671,0.6177,0.2946
1.1490188837051392,0.6888,0.2931
0.8232118487358093,0.75276,0.2973
0.6926862001419067,0.80598,0.2857
0.5317888855934143,0.84424,0.281
0.4024253189563751,0.8776,0.301
0.35391563177108765,0.89406,0.3034
0.3814619183540344,0.91092,0.2957
0.32694709300994873,0.92912,0.318
0.22440044581890106,0.93456,0.3064
0.2562539279460907,0.94196,0.2991
0.19833117723464966,0.94552,0.3178
0.12502776086330414,0.95874,0.3239
0.20003262162208557,0.9655,0.3172
0.13202698528766632,0.96114,0.3289
0.13983365893363953,0.96202,0.3254
0.1431771069765091,0.9683,0.3386
0.16463768482208252,0.96808,0.3383
0.12110955268144608,0.97252,0.3347
0.10251389443874359,0.9767,0.3307
0.05331289768218994,0.98142,0.3422
0.04009321331977844,0.98546,0.3454
0.0412895567715168,0.98426,0.3334
0.04252443462610245,0.98094,0.3396
0.04216679185628891,0.98174,0.3335
0.036589186638593674,0.97992,0.3306
0.04196666181087494,0.98274,0.3365
0.026509393006563187,0.98644,0.3492
0.03220725804567337,0.98972,0.3471
0.03613559529185295,0.98854,0.3514
0.05323032662272453,0.98768,0.3491
0.03840739652514458,0.9904,0.3503
0.038220249116420746,0.98992,0.3393
0.04540114477276802,0.98804,0.3429
0.05404892936348915,0.98564,0.3465
0.02042168751358986,0.98842,0.3519
0.03396003320813179,0.9897,0.3501
0.030690187588334084,0.99126,0.3499
0.0313924141228199,0.9925,0.3522
0.013378824107348919,0.99112,0.3493
0.04016906023025513,0.99084,0.3573
0.0515780970454216,0.9903,0.3568
0.03002888895571232,0.99136,0.3468
0.05653652548789978,0.99028,0.3555
0.02604810893535614,0.99018,0.3551
0.06420878320932388,0.99062,0.3566
0.015930799767374992,0.99112,0.3474
0.017882343381643295,0.9897,0.342
0.0564723014831543,0.98962,0.3458
0.01734006591141224,0.99044,0.3551
0.015558762475848198,0.99168,0.3546
0.03325292840600014,0.9939,0.353
0.01933218538761139,0.99474,0.3558
0.028308678418397903,0.99528,0.3591
0.0020622967276722193,0.99672,0.3643
0.0011906774016097188,0.99818,0.3764
0.011769442819058895,0.99878,0.3773
0.000874755613040179,0.99926,0.3758
0.0006186058162711561,0.99938,0.376
0.0005874030175618827,0.99966,0.3781
0.014606700278818607,0.99976,0.38
0.000210015699849464,0.99976,0.3789
0.00018606071535032243,0.99982,0.3789
0.00018750490562524647,0.9998,0.3792
0.0001378552697133273,0.99974,0.3809
0.00011591213842621073,0.99972,0.3791
0.0001200208134832792,0.9998,0.3817
0.0014359008055180311,0.99974,0.3801
5.527119355974719e-05,0.99978,0.3809
0.008705209009349346,0.9998,0.3813
0.00013355804549064487,0.99978,0.3827
3.996963641839102e-05,0.99976,0.3815
5.377910565584898e-05,0.99982,0.3834
4.270041608833708e-05,0.99974,0.3816
0.0001031994033837691,0.9998,0.3817
5.216174031374976e-05,0.99978,0.3826
4.287429328542203e-05,0.99976,0.3819
7.401889160973951e-05,0.99974,0.3817
5.2294315537437797e-05,0.99982,0.3815
7.277291297214106e-05,0.99978,0.3812
2.944705556728877e-05,0.9998,0.381
4.3554737203521654e-05,0.99976,0.3815
4.1451170545769855e-05,0.9998,0.3809
0.0001681041030678898,0.9998,0.3815
9.992269770009443e-05,0.9998,0.3815
