train_loss,train_acc,test_acc
1.7162644863128662,0.21998,0.3581
1.4014257192611694,0.41304,0.4679
1.151424527168274,0.55614,0.5308
0.9481210112571716,0.67392,0.5307
0.6017492413520813,0.80066,0.5175
0.35052722692489624,0.89986,0.5229
0.16525867581367493,0.9572,0.5183
0.11417852342128754,0.98404,0.5286
0.23285090923309326,0.99048,0.5167
0.030711302533745766,0.99166,0.5227
0.021311823278665543,0.99412,0.5222
0.06008791923522949,0.99522,0.5192
0.07034068554639816,0.98818,0.5022
0.06134713441133499,0.98032,0.5243
0.06105561926960945,0.975,0.5209
0.0777103528380394,0.98572,0.5162
0.13756880164146423,0.99156,0.5218
0.018925828859210014,0.99468,0.5314
0.01333699095994234,0.99476,0.5272
0.0069135632365942,0.99686,0.5256
0.06675761938095093,0.99632,0.5275
0.011474457569420338,0.99394,0.5204
0.03386301174759865,0.99202,0.5344
0.019215745851397514,0.9897,0.5303
0.019457470625638962,0.9865,0.526
0.07080177217721939,0.98494,0.5314
0.05097849667072296,0.98866,0.5271
0.024275682866573334,0.99224,0.5356
0.0047621107660233974,0.9953,0.5409
0.012386929243803024,0.99652,0.5421
0.03271486610174179,0.99806,0.5439
0.019068356603384018,0.99836,0.5423
0.0341242253780365,0.99728,0.5407
0.02574561908841133,0.9929,0.5353
0.05644552409648895,0.99196,0.5404
0.11913642287254333,0.99062,0.5325
0.008207296021282673,0.98994,0.533
0.07557700574398041,0.9913,0.5374
0.09725433588027954,0.99488,0.5446
0.02685052715241909,0.9945,0.5426
0.031144866719841957,0.99438,0.5295
0.05966196581721306,0.99578,0.548
0.011193807236850262,0.9954,0.5391
0.015494972467422485,0.99492,0.5434
0.023464897647500038,0.99386,0.544
0.012341263704001904,0.99344,0.5501
0.007635317277163267,0.99456,0.5444
0.01907254382967949,0.99596,0.547
0.012234585359692574,0.99668,0.5515
0.006507604382932186,0.99662,0.5491
0.010773220099508762,0.99642,0.5413
0.05854914337396622,0.99538,0.5404
0.010046109557151794,0.99494,0.5531
0.01124027743935585,0.99428,0.5434
0.004025437869131565,0.9935,0.5506
0.026953356340527534,0.99464,0.5459
0.017931774258613586,0.99572,0.5448
0.03234715014696121,0.9951,0.5539
0.015415234491229057,0.99654,0.5568
0.016730323433876038,0.99622,0.5583
0.00900195725262165,0.99706,0.5565
0.008723554201424122,0.99684,0.5477
0.03262339159846306,0.99496,0.5447
0.03677338734269142,0.99432,0.5543
0.010269318707287312,0.99504,0.5513
0.023248348385095596,0.99592,0.5573
0.023618919774889946,0.99446,0.5549
0.01437230221927166,0.99562,0.5478
0.006801360286772251,0.99582,0.5586
0.014590902253985405,0.99644,0.5587
0.005472012795507908,0.99676,0.559
0.022357149049639702,0.9968,0.5555
0.02175033465027809,0.99674,0.5584
0.0020232771057635546,0.9965,0.5525
0.02790316566824913,0.99628,0.5503
0.0038394939620047808,0.99646,0.5591
0.003831505076959729,0.99692,0.5551
0.02111123502254486,0.99664,0.5538
0.03155608847737312,0.99458,0.5476
0.014085481874644756,0.99492,0.5626
0.011193376034498215,0.99686,0.5593
0.01734970137476921,0.99672,0.5564
0.04183543473482132,0.99694,0.558
0.008361715823411942,0.99572,0.5418
0.003195271361619234,0.995,0.5558
0.00592862069606781,0.99644,0.5586
0.015777569264173508,0.99732,0.5549
0.02292284369468689,0.99688,0.5589
0.00880791898816824,0.99744,0.563
0.01524260826408863,0.99696,0.568
0.006789127830415964,0.9973,0.5602
0.007333783898502588,0.99638,0.5585
0.013559110462665558,0.99674,0.5575
0.0025253831408917904,0.99558,0.563
0.024769874289631844,0.99436,0.5389
0.02856791391968727,0.99534,0.5612
0.0023603064473718405,0.9971,0.5659
0.014991188421845436,0.99822,0.5665
0.006488653365522623,0.99882,0.5736
0.008738968521356583,0.9981,0.5719
0.004219678696244955,0.99752,0.5688
0.024628806859254837,0.99654,0.5614
0.015959028154611588,0.99598,0.5686
0.04782949760556221,0.9954,0.5559
0.030653759837150574,0.9947,0.5581
0.026928560808300972,0.99422,0.5661
0.08248487859964371,0.99738,0.5759
0.009656346403062344,0.99708,0.5707
0.007075054105371237,0.99798,0.5751
0.01211996003985405,0.9985,0.5756
0.021683715283870697,0.99828,0.5773
0.009499304927885532,0.99686,0.5708
0.015357548370957375,0.99622,0.5696
0.05108284950256348,0.9964,0.5702
0.01388916652649641,0.99686,0.5651
0.0160537026822567,0.99714,0.5724
0.03026217222213745,0.99722,0.5647
0.023358752951025963,0.99616,0.5639
0.022298749536275864,0.9971,0.5624
0.0026739733293652534,0.99632,0.5716
0.012829656712710857,0.99756,0.561
0.0015101497992873192,0.99778,0.5757
0.017559653148055077,0.9978,0.5755
0.00364190386608243,0.9969,0.5771
0.007290936075150967,0.99722,0.5664
0.0019425032660365105,0.99766,0.5686
0.0013619497185572982,0.9979,0.5718
0.01249220222234726,0.99788,0.5755
0.013403340242803097,0.99736,0.5748
0.005225848406553268,0.99692,0.5755
0.018464019522070885,0.99608,0.5567
0.017758751288056374,0.99498,0.572
0.002100155455991626,0.9968,0.5814
0.010775421746075153,0.99694,0.5706
0.017235497012734413,0.99794,0.5764
0.02620687708258629,0.99806,0.5731
0.004278123844414949,0.99854,0.5721
0.013594749383628368,0.99854,0.5723
0.007521622348576784,0.99862,0.5743
0.029890943318605423,0.99774,0.565
0.02622147463262081,0.99668,0.5831
0.002765017794445157,0.99612,0.5715
0.017051467671990395,0.9968,0.5734
0.008685290813446045,0.99774,0.5845
0.0376814529299736,0.9974,0.5775
0.00453170295804739,0.99754,0.5736
0.004170494619756937,0.99774,0.5819
0.005797911901026964,0.99768,0.5729
0.039526455104351044,0.99704,0.5858
0.010342741385102272,0.99692,0.5801
0.004300782922655344,0.99732,0.5868
0.004567156080156565,0.9979,0.5891
0.01932079903781414,0.99872,0.5867
0.0036401282995939255,0.99858,0.5831
0.012294411659240723,0.99746,0.586
0.004793522879481316,0.99718,0.5876
0.008449308574199677,0.9974,0.5827
0.0004679845296777785,0.99766,0.5856
0.00964429508894682,0.99708,0.5785
0.011271195486187935,0.99728,0.5872
0.0014553272631019354,0.9976,0.5834
0.009427500888705254,0.99832,0.5813
0.0027565998025238514,0.99826,0.5805
0.010843713767826557,0.99778,0.5826
0.006143730133771896,0.9972,0.5741
0.0013082275399938226,0.9968,0.5772
0.027694037184119225,0.99634,0.5802
0.02717958204448223,0.997,0.5816
0.016681883484125137,0.99692,0.5884
0.005822231527417898,0.9976,0.5853
0.0012963131302967668,0.99844,0.588
0.0014177594566717744,0.99878,0.5878
0.002811457496136427,0.9991,0.582
